0.000000e+00	7.385211e+02	1.800000e+01	6.018850e+02	-1.490224e+02	1.284088e+01	-1.335203e+02	2.931357e+01	7.433310e+02	7.033540e+02	6.911348e+02	
1.200000e+00	7.352111e+02	1.920000e+01	6.036699e+02	-1.472545e+02	-5.029865e+01	-1.325203e+02	1.208992e+01	7.427307e+02	7.029179e+02	6.907315e+02	
2.400000e+00	7.349668e+02	2.040000e+01	5.843842e+02	-1.454867e+02	-1.768292e+00	-1.315203e+02	2.461368e+01	7.409331e+02	7.016109e+02	6.894493e+02	
3.600000e+00	7.262108e+02	2.160000e+01	5.617527e+02	-1.437189e+02	-5.776354e+01	-1.305203e+02	5.804398e+01	7.379472e+02	6.994363e+02	6.872920e+02	
4.800000e+00	7.213691e+02	2.280000e+01	5.342566e+02	-1.419510e+02	2.277649e+01	-1.295203e+02	9.486730e+01	7.337885e+02	6.963996e+02	6.842653e+02	
6.000000e+00	6.999328e+02	2.400000e+01	5.236945e+02	-1.401832e+02	-9.507373e-01	-1.285203e+02	5.887383e+01	7.284780e+02	6.925085e+02	6.803778e+02	
7.200000e+00	7.055493e+02	2.520000e+01	5.089552e+02	-1.384153e+02	3.705153e+01	-1.275203e+02	3.730224e+01	7.220428e+02	6.877731e+02	6.756399e+02	
8.400000e+00	6.915633e+02	2.640000e+01	4.984440e+02	-1.366475e+02	-1.231127e+01	-1.265203e+02	1.276237e+02	7.145154e+02	6.822055e+02	6.700649e+02	
9.600000e+00	6.818759e+02	2.760000e+01	4.782292e+02	-1.348797e+02	1.580428e+01	-1.255203e+02	1.283093e+02	7.059334e+02	6.758200e+02	6.636680e+02	
1.080000e+01	6.592710e+02	2.880000e+01	4.729534e+02	-1.331118e+02	-1.765526e+01	-1.245203e+02	6.159787e+01	6.963395e+02	6.686332e+02	6.564669e+02	
1.200000e+01	6.619942e+02	3.000000e+01	4.565245e+02	-1.313440e+02	-2.809292e+01	-1.235203e+02	4.449450e+01	6.857809e+02	6.606637e+02	6.484816e+02	
1.320000e+01	6.516247e+02	3.120000e+01	4.318293e+02	-1.295761e+02	-2.254395e+01	-1.225203e+02	1.199369e+02	6.743092e+02	6.519323e+02	6.397343e+02	
1.440000e+01	6.472824e+02	3.240000e+01	4.269029e+02	-1.278083e+02	-1.856368e+01	-1.215203e+02	4.587163e+01	6.619794e+02	6.424620e+02	6.302496e+02	
1.560000e+01	6.326232e+02	3.360000e+01	4.050675e+02	-1.260405e+02	3.289499e+01	-1.205203e+02	3.185135e+01	6.488502e+02	6.322778e+02	6.200540e+02	
1.680000e+01	6.160375e+02	3.480000e+01	3.879689e+02	-1.242726e+02	2.720860e+01	-1.195203e+02	3.491049e+01	6.349829e+02	6.214068e+02	6.091764e+02	
1.800000e+01	6.018850e+02	3.600000e+01	3.773476e+02	-1.225048e+02	1.037875e+02	-1.185203e+02	6.248141e+01	6.204414e+02	6.098782e+02	5.976477e+02	
1.920000e+01	6.036699e+02	3.720000e+01	3.566708e+02	-1.207369e+02	2.654771e+01	-1.175203e+02	-9.545232e+00	6.052913e+02	5.977229e+02	5.855008e+02	
2.040000e+01	5.843842e+02	3.840000e+01	3.265025e+02	-1.189691e+02	4.532635e+01	-1.165203e+02	-3.630890e+01	5.895998e+02	5.849743e+02	5.727709e+02	
2.160000e+01	5.617527e+02	3.960000e+01	3.125883e+02	-1.172013e+02	-4.639495e+01	-1.155203e+02	5.895234e+00	5.734350e+02	5.716671e+02	5.594946e+02	
2.280000e+01	5.342566e+02	4.080000e+01	3.033455e+02	-1.154334e+02	1.473201e+01	-1.145203e+02	5.979660e+00	5.568654e+02	5.578384e+02	5.457109e+02	
2.400000e+01	5.236945e+02	4.200000e+01	2.931164e+02	-1.136656e+02	-2.919231e+01	-1.135203e+02	3.083182e+01	5.399594e+02	5.435266e+02	5.314602e+02	
2.520000e+01	5.089552e+02	4.320000e+01	2.785634e+02	-1.118977e+02	-1.838010e+01	-1.125203e+02	3.606986e+01	5.227851e+02	5.287722e+02	5.167846e+02	
2.640000e+01	4.984440e+02	4.440000e+01	2.636480e+02	-1.101299e+02	-3.029293e+01	-1.115203e+02	6.146062e+01	5.054094e+02	5.136172e+02	5.017280e+02	
2.760000e+01	4.782292e+02	4.560000e+01	2.510112e+02	-1.083621e+02	-2.665559e+00	-1.105203e+02	-4.712535e+00	4.878981e+02	4.981050e+02	4.863354e+02	
2.880000e+01	4.729534e+02	4.680000e+01	2.422083e+02	-1.065942e+02	-9.932061e+00	-1.095203e+02	9.147068e+01	4.703152e+02	4.822808e+02	4.706535e+02	
3.000000e+01	4.565245e+02	4.800000e+01	2.242168e+02	-1.048264e+02	-5.930300e+01	-1.085203e+02	9.392531e+01	4.527223e+02	4.661908e+02	4.547299e+02	
3.120000e+01	4.318293e+02	4.920000e+01	2.088970e+02	-1.030585e+02	-1.234989e+01	-1.075203e+02	4.463867e+01	4.351791e+02	4.498826e+02	4.386131e+02	
3.240000e+01	4.269029e+02	5.040000e+01	1.980555e+02	-1.012907e+02	-1.762484e+01	-1.065203e+02	5.172624e+01	4.177420e+02	4.334049e+02	4.223528e+02	
3.360000e+01	4.050675e+02	5.160000e+01	1.831496e+02	-9.952286e+01	4.210658e+01	-1.055203e+02	4.309530e+01	4.004648e+02	4.168071e+02	4.059990e+02	
3.480000e+01	3.879689e+02	5.280000e+01	1.773376e+02	-9.775502e+01	-1.239160e+01	-1.045203e+02	1.265781e+02	3.833979e+02	4.001395e+02	3.896023e+02	
3.600000e+01	3.773476e+02	5.400000e+01	1.604766e+02	-9.598718e+01	2.975312e+01	-1.035203e+02	1.410056e+02	3.665884e+02	3.834528e+02	3.732133e+02	
3.720000e+01	3.566708e+02	5.520000e+01	1.546833e+02	-9.421934e+01	1.021528e+00	-1.025203e+02	1.371832e+02	3.500796e+02	3.667982e+02	3.568826e+02	
3.840000e+01	3.265025e+02	5.640000e+01	1.432456e+02	-9.245150e+01	6.799755e+01	-1.015203e+02	7.556338e+01	3.339113e+02	3.502268e+02	3.406606e+02	
3.960000e+01	3.125883e+02	5.760000e+01	1.348872e+02	-9.068366e+01	1.762636e+01	-1.005203e+02	-1.266919e+01	3.181196e+02	3.337894e+02	3.245969e+02	
4.080000e+01	3.033455e+02	5.880000e+01	1.293887e+02	-8.891582e+01	4.771529e+01	-9.952029e+01	-2.806647e+01	3.027366e+02	3.175366e+02	3.087401e+02	
4.200000e+01	2.931164e+02	6.000000e+01	1.144932e+02	-8.714799e+01	3.260021e+00	-9.852029e+01	5.303495e+01	2.877908e+02	3.015179e+02	2.931376e+02	
4.320000e+01	2.785634e+02	6.120000e+01	1.127813e+02	-8.538015e+01	2.912362e+01	-9.752029e+01	2.014376e+01	2.733068e+02	2.857817e+02	2.778351e+02	
4.440000e+01	2.636480e+02	6.240000e+01	1.003027e+02	-8.361231e+01	1.723332e+01	-9.652029e+01	3.407999e+00	2.593054e+02	2.703750e+02	2.628765e+02	
4.560000e+01	2.510112e+02	6.360000e+01	9.745503e+01	-8.184447e+01	-1.101020e+01	-9.552029e+01	-5.617077e+01	2.458038e+02	2.553427e+02	2.483032e+02	
