4.965168e+00	1.880660e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
3.140133e+01	1.968564e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
5.190633e+01	1.770573e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
4.032520e+01	1.083824e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
1.896464e+01	1.258141e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
3.419700e+01	1.168677e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-0.000000e+00	7.936160e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
1.019453e+01	4.263042e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-5.226528e+01	5.253644e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-1.005077e+02	9.380967e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
2.524666e+01	4.814101e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
1.169340e+01	2.310404e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
4.887953e+01	7.720661e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
2.317872e+01	8.238219e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-4.841123e+01	1.067812e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-3.950379e+01	1.533840e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-1.061011e+02	1.380269e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-1.105615e+02	2.168891e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
6.562796e+00	2.023026e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-2.228460e+01	2.197537e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-6.426221e+00	9.443456e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
3.437678e+01	1.219362e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
6.041688e+01	2.097343e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
1.432458e+01	1.517880e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
9.600310e+01	7.834481e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
8.679158e+01	2.726114e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
4.178410e+01	4.455661e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
5.578377e+01	3.322909e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-1.091086e+01	3.939819e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-5.759402e+01	-2.855574e+00	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-1.076031e+02	3.103564e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-1.129797e+02	6.398473e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-2.577526e+01	4.326136e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
-3.471412e+01	1.408794e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
2.284067e+01	1.200111e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
1.284359e+01	1.048692e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
1.005676e+02	1.528447e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
1.689353e+01	1.710413e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
1.085768e+02	1.109632e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
8.030946e+01	1.080881e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
1.497186e+01	1.060485e+02	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
1.102023e+00	9.684282e+01	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
6.026173e+00	1.023039e+00	3.969954e+01	3.969954e+01	3.991988e+01	3.991988e+01	
