0.000000e+00	7.385211e+02	0.000000e+00	7.385211e+02	-1.455080e+02	-1.768292e+00	-1.445247e+02	9.756375e+01	7.422138e+02	7.041309e+02	4.269622e+01	7.041309e+02	4.269622e+01	7.009418e+01	-8.244014e+01	-1.439238e+02	8.286677e+03	6.548721e+03	1.109012e+04	7.167646e+03	1.139114e+04	6.556059e+03	
1.200000e+00	7.352111e+02	1.200000e+00	7.352111e+02	-1.437399e+02	-5.776354e+01	-1.435247e+02	4.540375e+01	7.416176e+02	7.036919e+02	4.266971e+01	7.035593e+02	4.266971e+01	6.986163e+01	-8.144014e+01	-1.429238e+02	8.517643e+03	6.625649e+03	1.109015e+04	7.167652e+03	1.139114e+04	6.556059e+03	
2.400000e+00	7.349668e+02	2.400000e+00	7.349668e+02	-1.419718e+02	2.277649e+01	-1.425247e+02	1.182169e+02	7.398322e+02	7.023760e+02	4.264320e+01	7.018460e+02	4.264320e+01	6.962908e+01	-8.044014e+01	-1.419238e+02	9.656692e+03	6.319684e+03	1.109020e+04	7.167658e+03	1.139114e+04	6.556059e+03	
3.600000e+00	7.262108e+02	3.600000e+00	7.262108e+02	-1.402038e+02	-9.507373e-01	-1.415247e+02	6.047474e+01	7.368666e+02	7.001867e+02	4.261668e+01	6.989954e+02	4.261668e+01	6.939653e+01	-7.944014e+01	-1.409238e+02	8.335659e+03	7.487437e+03	1.109026e+04	7.167666e+03	1.139114e+04	6.556059e+03	
4.800000e+00	7.213691e+02	4.800000e+00	7.213691e+02	-1.384357e+02	3.705153e+01	-1.405247e+02	6.791327e+01	7.327359e+02	6.971297e+02	4.259017e+01	6.950149e+02	4.259017e+01	6.916398e+01	-7.844014e+01	-1.399238e+02	8.505445e+03	7.151057e+03	1.109033e+04	7.167676e+03	1.139114e+04	6.556059e+03	
6.000000e+00	6.999328e+02	6.000000e+00	6.999328e+02	-1.366677e+02	-1.231127e+01	-1.395247e+02	1.043833e+02	7.274610e+02	6.932128e+02	4.256366e+01	6.899150e+02	4.256366e+01	6.893144e+01	-7.744014e+01	-1.389238e+02	8.262513e+03	6.559936e+03	1.109044e+04	7.167688e+03	1.139114e+04	6.556059e+03	
7.200000e+00	7.055493e+02	7.200000e+00	7.055493e+02	-1.348996e+02	1.580428e+01	-1.385247e+02	8.458396e+01	7.210686e+02	6.884464e+02	4.253715e+01	6.837089e+02	4.253715e+01	6.869889e+01	-7.644014e+01	-1.379238e+02	7.864940e+03	6.744946e+03	1.109058e+04	7.167701e+03	1.139114e+04	6.556059e+03	
8.400000e+00	6.915633e+02	8.400000e+00	6.915633e+02	-1.331315e+02	-1.765526e+01	-1.375247e+02	9.675434e+01	7.135905e+02	6.828428e+02	4.251064e+01	6.764130e+02	4.251064e+01	6.846634e+01	-7.544014e+01	-1.369238e+02	7.766569e+03	5.895046e+03	1.109077e+04	7.167718e+03	1.139114e+04	6.556059e+03	
9.600000e+00	6.818759e+02	9.600000e+00	6.818759e+02	-1.313635e+02	-2.809292e+01	-1.365247e+02	1.358227e+02	7.050641e+02	6.764168e+02	4.248412e+01	6.680465e+02	4.248412e+01	6.823379e+01	-7.444014e+01	-1.359238e+02	8.023403e+03	5.957118e+03	1.109102e+04	7.167738e+03	1.139114e+04	6.556059e+03	
1.080000e+01	6.597922e+02	1.080000e+01	6.597922e+02	-1.295954e+02	-2.254395e+01	-1.355247e+02	1.311633e+02	6.955314e+02	6.691853e+02	4.245761e+01	6.586317e+02	4.245761e+01	6.800124e+01	-7.344014e+01	-1.349238e+02	7.965784e+03	5.665583e+03	1.109135e+04	7.167761e+03	1.139114e+04	6.556059e+03	
1.200000e+01	6.614707e+02	1.200000e+01	6.614707e+02	-1.278274e+02	-1.856368e+01	-1.345247e+02	1.156631e+02	6.850391e+02	6.611675e+02	4.243110e+01	6.481937e+02	4.243110e+01	6.776869e+01	-7.244014e+01	-1.339238e+02	8.588360e+03	4.696335e+03	1.109179e+04	7.167789e+03	1.139114e+04	6.556059e+03	
